 105.353,90 
 105.353,90 
 105.348,64 
 105.353,90 
 105.353,90 
 105.353,90 
 105.348,64 
 105.353,90 
 105.348,64 
 105.353,90 
 105.353,90 
 105.353,90 
 105.348,64 
 105.348,64 
 105.348,64 
